@id,@lat,@lon,amenity,int_name,name,name:en,addr:country,addr:city,addr:street,addr:housenumber,addr:postcode,brand,fuel:biodiesel,fuel:octane_95,fuel:octane_98,fuel:diesel,opening_hours,operator,payment:coins,payment:diners_club,payment:mastercard,payment:notes,payment:visa,phone,website;;
309875534,41.9950681,21.4355937,pub,,Ирски паб Св. Патрик,St. Patrick Irish Pub,MK,Cкoпje,Кеј 13 Ноември,,1000,,,,,,10:00-24:00  Fr-Sa 10:00-01:00,,yes,,yes,yes,yes,,http://www.irishpub.com.mk/;;
446307171,41.9920033,21.4459800,post_box,,,,,,,,,,,,,,,,,,,,,,;;
459657837,41.9941058,21.4165486,taxi,,,,,,,,,,,,,,,,,,,,,,;;
459658141,41.9932127,21.4214238,taxi,,,,,,,,,,,,,,,,,,,,,,;;
459663482,41.9966492,21.4065094,atm,,,,,,,,,,,,,,,,,,,,,,;;
459666031,42.0069784,21.4139237,cafe,,,,,,,,,,,,,,,,,,,,,,;;
459668143,42.0047876,21.4307036,restaurant,,Под Кале,,,,,,,,,,,,,,,,,,,,;;
459668824,41.9951019,21.4345059,bar,,,,MK,,,,,,,,,,,,,,,,,,;;
459668914,41.9943261,21.4342799,restaurant,,Кај Џино,Gino,,,,,,,,,,,Mo 08:00-24:00  Tu We Fr Sa 09:00-24:00  Th 09:00-23:00  Su 09:00-01:00,,,,,,,+389 2 3121109,http://www.restorangino.mk/;;
459669063,41.9952456,21.4350117,restaurant,Plaza de Toros,Плаза де Торос,,MK,Cкoпje,Кеј 13 Ноември,,1000,,,,,,,,,,,,,,;;
459669736,41.9950445,21.4332098,pharmacy,,,,,,,,,,,,,,,,,,,,,,;;
459670407,41.9947783,21.4335756,bank,,,,,,,,,,,,,,,Уни Банка,,,,,,,;;
459670746,41.9957098,21.4332758,bank,Stopanska Banka,Стопанска банка,Stopanska Banka,,,,,,,,,,,,Стопанска Банка АД - Скопје,,,,,,,;;
459670767,41.9952414,21.4310013,cafe,,Caffe Skopje,,,Скопје,Македонија,,1000,,,,,,Mo-Su 08:00-23:00,,,,,,,,;;
459670881,41.9926530,21.4298360,cafe,,Play Cafe,Play Cafe,,Скопје,Македонија,,1000,,,,,,Mo-Su 09:00-21:00,,,,,,,,;;
459672751,41.9939731,21.4164328,cafe,,,,,,,,,,,,,,,,,,,,,,;;
459673240,41.9934306,21.4162239,cafe,,9,,,,,,,,,,,,,,,,,,,,;;
459673288,41.9932326,21.4154083,pharmacy,,Зегин,,,,,,,,,,,,,,,,,,,,;;
459673413,41.9931627,21.4158549,bar,,,,,,,,,,,,,,,,,,,,,,;;
459678554,42.0088854,21.3835053,car_wash,,,,,,,,,,,,,,,,,,,,,,;;
459752642,41.9984414,21.4373453,cafe,,Bistro Opera Pub,,,,,,,,,,,,24/7,,,,,,,,;;
459801246,42.0031059,21.3999451,cafe,,Мартини,,,,,,,,,,,,,,,,,,,,;;
459802458,42.0047028,21.4159604,cafe,,Бугати,Bugatti,,,,,,,,,,,,,,,,,,,;;
463297973,42.0148173,21.3935981,car_wash,,,,,,,,,,,,,,,,,,,,,,;;
470409981,42.0690911,21.3001786,place_of_worship,,Манастир Св. Ѓорѓија,,,,,,,,,,,,,,,,,,,,;;
470410341,42.0385762,21.3307823,place_of_worship,,Sv. Mala Bogorodica,,,,,,,,,,,,,,,,,,,,;;
470602774,41.9937524,21.4362908,taxi,,1/1,,,,,,,,,,,,,,,,,,,,;;
470616425,41.9880653,21.4158375,school,,Бели Мурги,,,,,,,,,,,,,,,,,,,,;;
470916907,42.0003611,21.4268596,fast_food,,Жито Леб,,,,,,,,,,,,,,,,,,,,;;
471352744,41.9392224,21.5140655,police,,,,,,,,,,,,,,,,,,,,,,;;
471353123,41.9388114,21.5151714,taxi,,,,,,,,,,,,,,,,,,,,,,;;
471353125,41.9396086,21.5142602,fire_station,,,,,Драчево,Иван Хаџиниколов,,1000,,,,,,,,,,,,,,;;
471353612,41.9390697,21.5146591,pharmacy,,,,,,,,,,,,,,,,,,,,,,;;
471353929,41.9382379,21.5179837,parking,,,,,,,,,,,,,,,,,,,,,,;;
474050015,41.9669829,21.4714115,fuel,,,,,,,,,,,,,,,,,,,,,,;;
475380843,41.9944507,21.4166263,car_wash,,Car Wash,,,,,,,,,,,,,,,,,,,,;;
475380851,41.9930802,21.4222865,car_wash,,Pit Stop,,,,,,,,,,,,,,,,,,,,;;
479803481,42.0064220,21.3825263,hospital,,Eye Center VIZIA,,,,,,,,,,,,,,,,,,,,;;
480473248,42.0060489,21.5078737,parking,,,,,,,,,,,,,,,,,,,,,,;;
481098096,42.0031464,21.3995191,restaurant,,Енрико,,,,,,,,,,,,,,,,,,,,;;
482742555,41.9631717,21.5592169,doctors,Kordis1,Кордис1,,,,,,,,,,,,,,,,,,,,;;
482742598,41.9801492,21.5279135,doctors,,Kordis3,,,,,,,,,,,,,,,,,,,,;;
483351867,42.0131109,21.4365368,parking,,,,,,,,,,,,,,,,,,,,,,;;
484691167,41.9943778,21.5084304,pharmacy,,Intergral Farm,,,,,,,,,,,,,,,,,,,,;;
504016147,41.9996401,21.5705814,fuel,Makpetrol,Макпетрол,Makpetrol,,,,,,,,,,,,,,,,,,,;;
512197803,42.0220339,21.4403563,place_of_worship,,Св. Никола,,MK,Cкoпje,,,1000,,,,,,,,,,,,,,;;
523545976,42.0067886,21.5077859,place_of_worship,,Св. Архангел Гаврил,,,Скопје,Финска,24,1000,,,,,,,,,,,,,,;;
529411995,42.0234766,21.3427234,place_of_worship,Sv. Arhangel Gavril,Св. Архангел Гаврил,,,,,,,,,,,,,,,,,,,,;;
547985718,41.9860412,21.4428016,bank,,Тутунска Банка,,,,3та Македонска Бригада бр.1,20,,,,,,,,Тутунска Банка,,,,,,,;;
552740006,42.0400275,21.4237545,green_market,,Пазар Шутка,,,,,,,,,,,,,,,,,,,,;;
552740008,42.0387406,21.4242968,kindergarten,,,,,,,,,,,,,,,,,,,,,,;;
552740011,42.0374713,21.4252136,hospital,,,,,,,,,,,,,,,,,,,,,,;;
552769113,42.0311804,21.4447847,bank,,Халкбанк,,,,,,,,,,,,,,,,,,,,;;
552769142,42.0321141,21.4448739,post_office,,Пошта Бутел,,,,,,,,,,,,,,,,,,,,;;
552781811,42.0401876,21.4453940,school,,ООУ „Свети Климент Охридски“ - Бутел,,,,,,,,,,,,,Општина Бутел,,,,,,,https://www.facebook.com/klimentohridskibutel;;
552858981,42.0241252,21.4336015,service_station,,,,,,,,,,,,,,,,,,,,,,;;
553014546,41.9933749,21.4096304,drinking_water,,,,,,,,,,,,,,,,,,,,,,;;
553425017,41.9957302,21.4302534,pub,,London Pub,,,Скопје,Никола Вапцаров,2/4,1000,,,,,,,Македонијатурист,,,,,,,;;
553868046,41.9983639,21.4355617,school,,Музичко-балетско училиште „Илија Николовски - Луј“,,,,,,,,,,,,,,,,,,,,;;
566831234,41.9894261,21.4602903,post_box,,Posta Tri biseri,,,,,,,,,,,,,,,,,,,,;;
577538732,42.0197172,21.4348299,parking,,,,,,,,,,,,,,,,,,,,,,;;
577538782,42.0198926,21.4349372,restaurant,,Prince,,,,,,,,,,,,,,,,,,,,;;
600905655,42.0028498,21.3926682,restaurant,,Две капки,Bosphorus Turkish Restaurant,,,Хелсинки,158а,,,,,,,,,,,,,,,;;
696669231,41.9869006,21.4368796,restaurant,,иВ,iV,,,,,,,,,,,,,,,,,,,;;
696669607,41.9873374,21.4363786,parking,,,,,,,,,,,,,,,,,,,,,,;;
738836547,41.9825660,21.4363017,school,,Партенија Зографски,,,,,,,,,,,,,,,,,,,,;;
802114057,41.9504607,21.3004228,ferry_terminal,,,,,,,,,,,,,,,,,,,,,,;;
892589214,41.9928198,21.4415512,parking,,Веро Центар,,,,,,,,,,,,,,,,,,,,;;
892589441,41.9932121,21.4417550,bar,,,,,,,,,,,,,,,,,,,,,,;;
901296522,41.9827858,21.4749643,post_office,,Пошта,,,,,,,,,,,,,,,,,,,,;;
908273280,42.0001669,21.4369808,bar,,Клуб Капан Ан,,,,,,,,,,,,,,,,,,,,;;
908273297,42.0004368,21.4356419,fountain,,,,,,,,,,,,,,,,,,,,,,;;
908273418,42.0030897,21.4370514,fountain,,,,,,,,,,,,,,,,,,,,,,;;
908273433,42.0003099,21.4367576,restaurant,,Туpиcт,Turist,,,,,,,,,,,,,,,,,,,;;
918585392,41.9879934,21.4313748,arts_centre,,Арт Институт,,,,Железничка,,,,,,,,,,,,,,,,;;
918588582,41.9881824,21.4314928,parking,,,,,,,,,,,,,,,,,,,,,,;;
918590533,41.9870500,21.4313196,fast_food,,four seasons,,,,,,,,,,,,,,,,,,,,;;
933634409,41.9896275,21.4597832,fast_food,,Fast food 7,,,,,,,,,,,,,,,,,,,,;;
960087107,42.0029173,21.4504550,parking,,Паркинг за вработени,,,,,,,,,,,,,,,,,,,,;;
1092272132,42.0064872,21.3510028,restaurant,,,,,,,,,,,,,,,,,,,,,,;;
1092272137,42.0080827,21.3388850,hospital,,,,,,,,,,,,,,,,,,,,,,;;
1092272145,42.0077080,21.3381661,hospital,,,,,,,,,,,,,,,,,,,,,,;;
1092272150,42.0087603,21.3394643,hospital,,,,,,,,,,,,,,,,,,,,,,;;
1092272161,42.0079392,21.3368690,school,,,,,,,,,,,,,,,,,,,,,,;;
1092272194,42.0093343,21.3638354,post_office,Makedonska Pošta,Македонска Пошта,Macedonian Post,MK,Скопје,Булевар Партизански Одреди,161,1000,,,,,,,Македонска Пошта,,,,,,,http://www.posta.mk;;
1092272202,42.0061694,21.3504442,taxi,,Такси Теникс,Taxi Teniks,,,Булевар Ѓорче Петров,71/1-2,1000,,,,,,24/7,,,,,,,+38971209194,https://taxi-teniks.business.site/;;
1092300445,42.0481616,21.3467492,hospital,,,,,,,,,,,,,,,,,,,,,,;;
1092300453,42.0475641,21.3437725,post_box,,,,,,,,,,,,,,,,,,,,,,;;
1092300529,42.0453253,21.3459612,post_box,,,,,,,,,,,,,,,,,,,,,,;;
1092300592,42.0380108,21.3488440,pharmacy,,,,,,,,,,,,,,,,,,,,,,;;
1132688809,41.9953819,21.3274583,restaurant,,River Side Garden,,,,,,,,,,,,,,,,,,,+38970890606,;;
1226193401,41.9920661,21.4309792,parking,,,,,,,,,,,,,,,,,,,,,,;;
1226193402,41.9921857,21.4325563,parking,,,,,,,,,,,,,,,,,,,,,,;;
1263400456,42.0050000,21.5042995,post_office,,Пошта Ченто,,,,,,,,,,,,,Macedonian Post,,,,,,,;;
1263404490,42.0045010,21.5038977,marketplace,,Пазарче Ченто,,,,,,,,,,,,,,,,,,,,;;
1307183572,42.0050280,21.3833142,bank,,Тутунска Банка Карпош 4,,,,,,,,,,,,,НЛБ - Тутунска Банка,,,,,,,;;
1316864761,41.9384903,21.5175252,post_office,,,,,,,,,,,,,,,,,,,,,,;;
1355292490,42.0009888,21.4172620,cafe,,Кафе Змија,,,,,,,,,,,,,,,,,,,,;;
1355306911,42.0007963,21.4175044,cafe,,Кафе Филипос,,,,Благој Давков,2,,,,,,,,,,,,,,,;;
1355330790,42.0011509,21.4175412,pub,,Кафе Кино Карпош,,,,,,,,,,,,,,,,,,,,;;
1355336585,42.0008922,21.4173939,fast_food,,Сендвичара Попе,,,,,,,,,,,,,,,,,,,,;;
1357097237,42.0244681,21.3507382,fuel,Makpetrol,Макпетрол,Makpetrol,,,,,,,,,,,,,,,,,,,;;
1357155803,42.0183708,21.3558666,kindergarten,,Градинка Мирче Ацев,,,,,,,,,,,,,,,,,,,,;;
1371716593,41.9979155,21.4122694,restaurant,,Топаз,,,,Рузвелтова,25,,,,,,,,,,,,,,,;;
1372568001,42.0008550,21.3989291,restaurant,,Веки,,,,Варшавска,14,,,,,,,,,,,,,,,;;
1377184494,42.0013936,21.4960141,restaurant,,Велково Меанче,,,,,,,,,,,,,,,,,,,,;;
1378130151,41.9841333,21.4390455,restaurant,,Чешма,,,,,,,,,,,,,,,,,,,,;;
1378130158,41.9832440,21.4391421,restaurant,,,,,,,,,,,,,,,,,,,,,,;;
1378228324,41.9710708,21.4455687,restaurant,,Ресторан Трпеза,,,,,,,,,,,,,,,,,,,,;;
1378228333,41.9787578,21.4385091,restaurant,,Ресторан Кум,,,,,,,,,,,,,,,,,,,,;;
1378241476,41.9824944,21.4357786,kindergarten,,Игротека Робин Худ,,,,,,,,,,,,,,,,,,,,;;
1380378665,41.9997295,21.4078483,restaurant,,Рустикана,Rustikana,,,Римска,6,1000,,,,,,Mo-Su 10:00-00:00,Saso Gligorovski Tate,,,,,,+38971383382,;;
1380378702,41.9985008,21.4159820,restaurant,,Боеми,,,,,,,,,,,,,,,,,,,,;;
1381590834,41.9757689,21.4411963,school,,Дом за Слепи,,,,,,,,,,,,,,,,,,,,;;
1381604857,41.9703449,21.4420010,hospital,,Болница за зависности,,,,,,,,,,,,,,,,,,,,;;
1381606894,41.9869370,21.4346369,hospital,,Адриалаб,,,,,,,,,,,,,,,,,,,,;;
1381654588,41.9990725,21.4217901,fast_food,,Гирадико,,,,,,,,,,,,,,,,,,,,;;
1381708720,42.0177183,21.4304245,fuel,Makpetrol,Макпетрол,Makpetrol,MK,Cкoпje,,,1000,Макпетрол,yes,yes,yes,yes,24/7,Makpetrol,yes,yes,yes,yes,yes,,http://makpetrol.mk;;
1382090803,41.9835895,21.4295599,pharmacy,,Apteka Biofit,,,,,,,,,,,,,,,,,,,,;;
1382090805,41.9940569,21.4008928,pharmacy,,Apteka Biofit,,,,,,,,,,,,,,,,,,,,;;
1475324917,42.0609829,21.3489729,place_of_worship,,Манастир Св. 40 Маченици,,,,,,,,,,,,,,,,,,,,;;
1475328750,42.0464013,21.3462963,restaurant,,Restoran Tomi,,,,,,,,,,,,,,,,,,,,;;
1475331128,42.0598924,21.2983618,place_of_worship,,Св. Атанас,,,,,,,,,,,,,,,,,,,,;;
1475334320,42.0608563,21.3158452,place_of_worship,,Crkva Sv.Tripun,,,,,,,,,,,,,,,,,,,,;;
1475338943,42.0588370,21.3069591,drinking_water,,,,,,,,,,,,,,,,,,,,,,;;
1475338952,42.0706251,21.2998727,drinking_water,,,,,,,,,,,,,,,,,,,,,,;;
1475356446,42.0493212,21.3388559,place_of_worship,,Св. Петка,,,,,,,,,,,,,,,,,,,,;;
1475356448,42.0453410,21.3458992,telephone,,,,,,,,,,,,,,,,,,,,,,;;
1475356449,42.0500064,21.3393280,place_of_worship,,Св. Атанас,,,,,,,,,,,,,,,,,,,,;;
1475384933,42.0628516,21.3036170,shelter,,,,,,,,,,,,,,,,,,,,,,;;
1475384935,42.0648460,21.3030749,shelter,,,,,,,,,,,,,,,,,,,,,,;;
1475384945,42.0455608,21.3469347,restaurant,,,,,,,,,,,,,,,,,,,,,,;;
1475388226,42.0282732,21.3543483,townhall,,,,,,,,,,,,,,,,,,,,,,;;
1475388229,42.0306680,21.3498744,fast_food,,,,,,,,,,,,,,,,,,,,,,;;
1475388232,42.0299906,21.3508185,restaurant,,Meraklii,,,,,,,,,,,,,,,,,,,,;;
1475388233,42.0313055,21.3479915,cafe,,,,,,,,,,,,,,,,,,,,,,;;
1475388239,42.0308712,21.3488605,fast_food,,,,,,,,,,,,,,,,,,,,,,;;
1475388240,42.0316681,21.3482758,fast_food,,,,,,,,,,,,,,,,,,,,,,;;
1475404508,42.0073792,21.3682515,bank,,Stopanska banka,,,,,,,,,,,,,,,,,,,,;;
1475404511,42.0069568,21.3651275,restaurant,,,,,,,,,,,,,,,,,,,,,,;;
1475404512,42.0069591,21.3654634,atm,,,,,,,,,,,,,,,,,,,,,,;;
1475404520,42.0074334,21.3682759,atm,,,,,,,,,,,,,,,,,,,,,,;;
1475404521,42.0069073,21.3667670,car_wash,,,,,,,,,,,,,,,,,,,,,,;;
1475404523,42.0063452,21.3681939,bank,,Тутунска банка,,,,,,,,,,,,,,,,,,,,;;
1475404526,42.0075172,21.3683899,bank,,Komercijalna banka,,,,,,,,,,,,,,,,,,,,;;
1475404531,42.0078102,21.3695897,fast_food,Pink,Пинк,Pink,,,,,,,,,,,,,,,,,,,;;
1475404532,42.0075098,21.3683049,atm,,,,,,,,,,,,,,,,,,,,,,;;
1475404533,42.0069351,21.3650349,bank,,Komercijalna banka,,,,,,,,,,,,,,,,,,,,;;
1475404534,42.0077040,21.3645442,toilets,,,,,,,,,,,,,,,,,,,,,,;;
1477313296,42.0164585,21.3568700,pharmacy,,,,,,,,,,,,,,,,,,,,,,;;
1477313388,42.0186405,21.3544426,fast_food,,,,,,,,,,,,,,,,,,,,,,;;
1477313456,42.0184891,21.3546974,fast_food,,,,,,,,,,,,,,,,,,,,,,;;
1529526890,42.0125693,21.4358034,parking,,,,,,,,,,,,,,,,,,,,,,;;
1535266560,41.9782792,21.4820381,restaurant,,Ресторан Рагуза 919,Restaurant Ragusa 919,,,,,,,,,,,,,,,,,,,;;
1562023466,41.9993401,21.4358564,bar,,Hürrem,Menada,,,,,,,,,,,,,,,,,,,;;
1577483516,42.0035286,21.3975417,restaurant,Staro Bure,Старо Буре,,,,,,,,,,,,,,,,,,,,;;
1577485903,42.0063716,21.3749001,taxi,,Taxi stop,,,,,,,,,,,,,,,,,,,,;;
1577485951,42.0065185,21.3741187,restaurant,At 62,62,,,,,,,,,,,,,,,,,,,,;;
1577486961,42.0023156,21.3761084,pharmacy,,,,,,,,,,,,,,,,,,,,,,;;
1615760049,42.0036469,21.3970663,bank,,НЛБ Тутунска Банка,NLB Tutunska Banka,,,,,,,,,,,,,,,,,,,;;
1615830879,42.0034224,21.3983460,cafe,,Fluid,Fluid,,,,,,,,,,,,,,,,,,,;;
1615832328,42.0032564,21.3978776,pharmacy,,Zegin,Zegin,,,,,,,,,,,,,,,,,,,;;
1615847558,42.0034289,21.3985661,pharmacy,,Херба,,,,,,,,,,,,,,,,,,,,;;
1615854393,42.0035990,21.3985653,casino,,клуб Астра,,MK,Cкoпje,,,1000,,,,,,,,,,,,,,;;
1615856817,42.0031153,21.3989023,atm,Šparkase,Шпаркасе,Sparkasse,MK,Cкoпje,,,1000,,,,,,,Шпаркасе Банка Македонија АД Скопје,,,,,,,;;
1618605216,41.9916695,21.4244409,bank,,Зират Банка,Zirat Bank,,,Железничка,,,Halkbank,,,,,,,,,,,,,;;
1652699470,41.9919776,21.4219509,pharmacy,,Уни Медикал,,,,Бел камен,9,,,,,,,,,,,,,,,;;
1654267024,42.0105650,21.3399884,bus_station,,Deksion Stanica (5),,,,,,,,,,,,,,,,,,,,;;
1654273147,42.0006992,21.3780662,bus_station,,Stanica Dolno Nerezi (5),,,,,,,,,,,,,,,,,,,,;;
1654304622,41.9796958,21.4881029,bus_station,,Последна 17,,,,,,,,,,,,,,,,,,,,;;
1654304649,41.9693543,21.4484468,bus_station,,,,,,,,,,,,,,,,,,,,,,;;
1654312445,41.9861191,21.4845048,bus_station,,Ново Лисиче Последна 5  15  35,,,,Булевар Февруарски Поход,,,,,,,,,,,,,,,,;;
1676857177,41.9843967,21.4871492,restaurant,,Рибен ресторан Рибар (Одисеја),,,,,,,,,,,,,,,,,,,,;;
1691667363,42.0198986,21.4353712,parking,,,,,,,,,,,,,,,,,,,,,,;;
1691667375,42.0203130,21.4348079,parking,,,,,,,,,,,,,,,,,,,,,,;;
1706638699,42.0149698,21.4508428,place_of_worship,,св.Константин и Елена,,,,,,,,,,,,,,,,,,,,;;
1709622136,41.9934839,21.4174819,company,,Asseco SEE (Macedonia),,,,,,,,,,,,,,,,,,,,;;
1734390989,42.0566059,21.3047327,drinking_water,,,,,,,,,,,,,,,,,,,,,,;;
1734402559,42.0516811,21.3110834,place_of_worship,,Sv. Krstovden,,,,,,,,,,,,,,,,,,,,;;
1734405545,42.0592027,21.3083108,place_of_worship,,Sv. Spas-Kuckovo,,,,,,,,,,,,,,,,,,,,;;
1734431810,42.0310761,21.3480899,taxi,,,,,,,,,,,,,,,,,,,,,,;;
1734513473,42.0066455,21.3337137,restaurant,,,,,,,,,,,,,,,,,,,,,,;;
1734513478,42.0073873,21.3362989,restaurant,,,,,,,,,,,,,,,,,,,,,,;;
1734513520,42.0058248,21.3457080,car_wash,,,,,,,,,,,,,,,,,,,,,,;;
1734513526,42.0069568,21.3494739,veterinary,,,,,,,,,,,,,,,,,,,,,,;;
1734530400,42.0067805,21.3651314,restaurant,,,,,,,,,,,,,,,,,,,,,,;;
1734530424,42.0069010,21.3508793,kindergarten,,Gradinka Mirce Acev,,,,,,,,,,,,,,,,,,,,;;
1734530428,42.0077620,21.3631424,bench,,,,,,,,,,,,,,,,,,,,,,;;
1734566388,42.0660807,21.3357012,place_of_worship,,Џамија Никиштане,,,,,,,,,,,,,,,,,,,,;;
